institution_name,fips_state_code,longitude,latitude,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
CollegeAmerica-Fort Collins,Colorado,-105.080277,40.523124,113.0,113.0,0.0,Private not-for-profit,4-year or above
CollegeAmerica-Phoenix,Arizona,-112.117971,33.574684999999995,488.0,488.0,0.0,Private not-for-profit,4-year or above
Collin County Community College District,Texas,-96.63894,33.162409999999994,33668.0,10662.0,23006.0,Public,2-year
Colorado Academy of Veterinary Technology,Colorado,-104.790429,38.794277,120.0,107.0,13.0,Private for-profit,2-year
Colorado Christian University,Colorado,-105.09456000000002,39.71388,7625.0,2256.0,5369.0,Private not-for-profit,4-year or above
Colorado College,Colorado,-104.822697,38.84886,2144.0,2106.0,38.0,Private not-for-profit,4-year or above
Colorado Mesa University,Colorado,-108.553275,39.080643,9492.0,7108.0,2384.0,Public,4-year or above
Colorado Mountain College,Colorado,-107.324441,39.54636,5688.0,1679.0,4009.0,Public,4-year or above
Colorado Northwestern Community College,Colorado,-108.790048,40.081112,1154.0,484.0,670.0,Public,2-year
Colorado School of Mines,Colorado,-105.223364,39.751443,6325.0,5801.0,524.0,Public,4-year or above
Colorado School of Trades,Colorado,-105.104174,39.74181,135.0,135.0,0.0,Private for-profit,2-year
Colorado State University-Fort Collins,Colorado,-105.080732,40.574805,33478.0,25601.0,7877.0,Public,4-year or above
Colorado State University-Global Campus,Colorado,-104.898051,39.608848,12476.0,2337.0,10139.0,Public,4-year or above
Colorado State University-Pueblo,Colorado,-104.579033,38.30859,6736.0,3526.0,3210.0,Public,4-year or above
Colorado Technical University-Colorado Springs,Colorado,-104.833928,38.894265,26184.0,18214.0,7970.0,Private for-profit,4-year or above
Columbia Basin College,Washington,-119.12103,46.25216,7034.0,3928.0,3106.0,Public,4-year or above
Columbia College,Virginia,-77.249152,38.928425,358.0,353.0,5.0,Private for-profit,2-year
Columbia College,Virginia,-77.434496,38.838042,144.0,141.0,3.0,Private for-profit,2-year
Columbia College,Missouri,-92.326354,38.957388,12080.0,4568.0,7512.0,Private not-for-profit,4-year or above
Columbia College,California,-120.388385,38.030367,2496.0,699.0,1797.0,Public,2-year
Columbia College,South Carolina,-81.029967,34.045581,1276.0,870.0,406.0,Private not-for-profit,4-year or above
Columbia College Chicago,Illinois,-87.624667,41.874261,6825.0,6279.0,546.0,Private not-for-profit,4-year or above
Columbia College Hollywood,California,-118.538793,34.17972,540.0,481.0,59.0,Private not-for-profit,4-year or above
Columbia College of Nursing,Wisconsin,-87.918283,43.097318,122.0,108.0,14.0,Private not-for-profit,4-year or above
Columbia Gorge Community College,Oregon,-121.190197,45.590724,803.0,321.0,482.0,Public,2-year
Columbia International University,South Carolina,-81.07443,34.075509999999994,1048.0,712.0,336.0,Private not-for-profit,4-year or above
Columbia Southern University,Alabama,-87.653162,30.329288,21104.0,14256.0,6848.0,Private for-profit,4-year or above
Columbia State Community College,Tennessee,-87.101917,35.616757,6221.0,3110.0,3111.0,Public,2-year
Columbia University in the City of New York,New York,-73.961885,40.808286,31077.0,26072.0,5005.0,Private not-for-profit,4-year or above
Columbia-Greene Community College,New York,-73.818113,42.217613,1584.0,622.0,962.0,Public,2-year
Columbus College of Art and Design,Ohio,-82.989479,39.966074,1094.0,1069.0,25.0,Private not-for-profit,4-year or above
Columbus State Community College,Ohio,-82.98765999999998,39.96887,27343.0,6825.0,20518.0,Public,2-year
Columbus State University,Georgia,-84.94106,32.50096,8076.0,5152.0,2924.0,Public,4-year or above
Columbus Technical College,Georgia,-84.978551,32.508076,3301.0,1073.0,2228.0,Public,2-year
Commonwealth Institute of Funeral Service,Texas,-95.430153,29.989545,205.0,152.0,53.0,Private not-for-profit,2-year
Commonwealth Technical Institute,Pennsylvania,-78.947004,40.301691,175.0,174.0,1.0,Private not-for-profit,2-year
Community Care College,Oklahoma,-95.905178,36.101615,578.0,578.0,0.0,Private not-for-profit,2-year
Community Christian College,California,-117.139951,34.082673,75.0,24.0,51.0,Private not-for-profit,2-year
Community College of Allegheny County,Pennsylvania,-80.01845300000002,40.450908,16086.0,5354.0,10732.0,Public,2-year
Community College of Aurora,Colorado,-104.802673,39.71788,7981.0,1439.0,6542.0,Public,2-year
Community College of Baltimore County,Maryland,-76.48210999999998,39.352647,18830.0,5081.0,13749.0,Public,2-year
Community College of Beaver County,Pennsylvania,-80.305876,40.655601,2254.0,820.0,1434.0,Public,2-year
Community College of Denver,Colorado,-105.001044,39.741413,7887.0,2342.0,5545.0,Public,4-year or above
Community College of Philadelphia,Pennsylvania,-75.165604,39.96245800000001,16672.0,4917.0,11755.0,Public,2-year
Community College of Rhode Island,Rhode Island,-71.481509,41.712817,14539.0,5756.0,8783.0,Public,2-year
Community College of Vermont,Vermont,-72.573774,44.280811,5378.0,768.0,4610.0,Public,2-year
Compass College of Cinematic Arts,Michigan,-85.66706500000002,42.961875,129.0,113.0,16.0,Private not-for-profit,4-year or above
Compton College,California,-118.209463,33.878226,7046.0,1328.0,5718.0,Public,2-year
Conception Seminary College,Missouri,-94.682831,40.24044,64.0,60.0,4.0,Private not-for-profit,4-year or above
Concord University,West Virginia,-81.00669599999998,37.423723,2040.0,1684.0,356.0,Public,4-year or above
Concorde Career College-Aurora,Colorado,-104.867089,39.718699,778.0,778.0,0.0,Private for-profit,2-year
Concorde Career College-Dallas,Texas,-96.741711,32.91856,701.0,701.0,0.0,Private for-profit,2-year
Concorde Career College-Garden Grove,California,-117.938395,33.774741,609.0,609.0,0.0,Private for-profit,2-year
Concorde Career College-Grand Prairie,Texas,-97.05498,32.675369,835.0,835.0,0.0,Private for-profit,2-year
Concorde Career College-Kansas City,Missouri,-94.589819,39.06799,606.0,606.0,0.0,Private for-profit,4-year or above
Concorde Career College-Memphis,Tennessee,-89.891723,35.112891999999995,1394.0,1394.0,0.0,Private for-profit,2-year
Concorde Career College-North Hollywood,California,-118.403627,34.186407,617.0,617.0,0.0,Private for-profit,2-year
Concorde Career College-Portland,Oregon,-122.650703,45.528354,446.0,446.0,0.0,Private for-profit,2-year
Concorde Career College-San Antonio,Texas,-98.582351,29.49003,676.0,676.0,0.0,Private for-profit,2-year
Concorde Career College-San Bernardino,California,-117.283995,34.066823,737.0,737.0,0.0,Private for-profit,2-year
Concorde Career College-San Diego,California,-117.102845,32.702814000000004,664.0,664.0,0.0,Private for-profit,2-year
Concorde Career College-Southaven,Mississippi,-89.988876,34.976181,345.0,345.0,0.0,Private for-profit,2-year
Concorde Career Institute-Jacksonville,Florida,-81.581748,30.23886,704.0,704.0,0.0,Private for-profit,2-year
Concorde Career Institute-Miramar,Florida,-80.291516,25.977088,559.0,559.0,0.0,Private for-profit,2-year
Concorde Career Institute-Orlando,Florida,-81.34042099999998,28.55984,462.0,462.0,0.0,Private for-profit,2-year
Concorde Career Institute-Tampa,Florida,-82.514341,27.959148,488.0,488.0,0.0,Private for-profit,2-year
Concordia College at Moorhead,Minnesota,-96.76749,46.862482,2129.0,2041.0,88.0,Private not-for-profit,4-year or above
Concordia College-New York,New York,-73.82202,40.943382,1737.0,1490.0,247.0,Private not-for-profit,4-year or above
Concordia University Texas,Texas,-97.835703,30.420232,2568.0,1387.0,1181.0,Private not-for-profit,4-year or above
Concordia University-Ann Arbor,Michigan,-83.68268,42.273157,1197.0,962.0,235.0,Private not-for-profit,4-year or above
Concordia University-Chicago,Illinois,-87.80948199999997,41.898696,6005.0,1713.0,4292.0,Private not-for-profit,4-year or above
Concordia University-Irvine,California,-117.812305,33.653665000000004,4162.0,3381.0,781.0,Private not-for-profit,4-year or above
Concordia University-Nebraska,Nebraska,-97.089054,40.914853,2424.0,1737.0,687.0,Private not-for-profit,4-year or above
Concordia University-Portland,Oregon,-122.636941,45.570197,5342.0,4300.0,1042.0,Private not-for-profit,4-year or above
Concordia University-Saint Paul,Minnesota,-93.154861,44.949759,5054.0,3487.0,1567.0,Private not-for-profit,4-year or above
Concordia University-Wisconsin,Wisconsin,-87.91552,43.253387,6374.0,3722.0,2652.0,Private not-for-profit,4-year or above
Connecticut College,Connecticut,-72.107321,41.37983300000001,1844.0,1798.0,46.0,Private not-for-profit,4-year or above
Connors State College,Oklahoma,-95.319541,35.492873,2090.0,1183.0,907.0,Public,2-year
Contra Costa College,California,-122.337377,37.969381,7193.0,1921.0,5272.0,Public,2-year
Converse College,South Carolina,-81.91788100000002,34.955534,1380.0,939.0,441.0,Private not-for-profit,4-year or above
Cooper Union for the Advancement of Science and Art,New York,-73.991609,40.728148,952.0,899.0,53.0,Private not-for-profit,4-year or above
Copiah-Lincoln Community College,Mississippi,-90.400234,31.69272,3094.0,2087.0,1007.0,Public,2-year
Copper Mountain Community College,California,-116.213939,34.140464,1748.0,585.0,1163.0,Public,2-year
Coppin State University,Maryland,-76.658687,39.311258,2738.0,1886.0,852.0,Public,4-year or above
Corban University,Oregon,-122.961129,44.882399,1183.0,949.0,234.0,Private not-for-profit,4-year or above
Cornell College,Iowa,-91.423741,41.924554,1028.0,1019.0,9.0,Private not-for-profit,4-year or above
Cornell University,New York,-76.48308399999998,42.4472,23600.0,23499.0,101.0,Private not-for-profit,4-year or above
Cornerstone University,Michigan,-85.59532800000002,42.979966,2131.0,1549.0,582.0,Private not-for-profit,4-year or above
Corning Community College,New York,-77.072138,42.116736,3424.0,1663.0,1761.0,Public,2-year
Cornish College of the Arts,Washington,-122.336238,47.618174,625.0,617.0,8.0,Private not-for-profit,4-year or above
Cortiva Institute-Maitland,Florida,-81.39717900000002,28.629921000000003,319.0,319.0,0.0,Private for-profit,2-year
Cortiva Institute-Miami,Florida,-80.325685,25.783553,109.0,109.0,0.0,Private for-profit,2-year
Cortiva Institute-Pompano,Florida,-80.150541,26.275351,150.0,150.0,0.0,Private for-profit,2-year
Cossatot Community College of the University of Arkansas,Arkansas,-94.3673,34.043389000000005,1518.0,470.0,1048.0,Public,2-year
Cosumnes River College,California,-121.423108,38.45295,14193.0,3749.0,10444.0,Public,2-year
Cottey College,Missouri,-94.371311,37.83612700000001,271.0,268.0,3.0,Private not-for-profit,4-year or above
County College of Morris,New Jersey,-74.57987299999998,40.859141,7556.0,3505.0,4051.0,Public,2-year
Covenant College,Georgia,-85.375066,34.965161,1046.0,1008.0,38.0,Private not-for-profit,4-year or above
Cowley County Community College,Kansas,-97.043075,37.061668,2664.0,1449.0,1215.0,Public,2-year
Cox College,Missouri,-93.290233,37.225116,919.0,471.0,448.0,Private not-for-profit,4-year or above
Coyne College,Illinois,-87.627413,41.882558,555.0,555.0,0.0,Private for-profit,2-year
Crafton Hills College,California,-117.101173,34.039178,6552.0,2015.0,4537.0,Public,2-year
Craven Community College,North Carolina,-77.102232,35.111515999999995,3003.0,1038.0,1965.0,Public,2-year
Creighton University,Nebraska,-95.947811,41.265361,8910.0,7119.0,1791.0,Private not-for-profit,4-year or above
Criswell College,Texas,-96.77669,32.793513,236.0,126.0,110.0,Private not-for-profit,4-year or above
Crossroads Bible College,Indiana,-86.039961,39.779662,157.0,23.0,134.0,Private not-for-profit,4-year or above
Crowder College,Missouri,-94.368315,36.814906,4521.0,1943.0,2578.0,Public,2-year
Crowley's Ridge College,Arkansas,-90.584395,36.064845,198.0,174.0,24.0,Private not-for-profit,4-year or above
Crown College,Minnesota,-93.743019,44.885393,1510.0,1043.0,467.0,Private not-for-profit,4-year or above
Cuesta College,California,-120.742235,35.331276,11024.0,3190.0,7834.0,Public,2-year
Culinary Institute Inc,Texas,-95.378633,29.823623,339.0,256.0,83.0,Private for-profit,2-year
Culinary Institute of America,New York,-73.933231,41.745806,2990.0,2990.0,0.0,Private not-for-profit,4-year or above
Culver-Stockton College,Missouri,-91.529374,40.128993,1068.0,965.0,103.0,Private not-for-profit,4-year or above
Cumberland County College,New Jersey,-75.057829,39.440537,2934.0,1431.0,1503.0,Public,2-year
Cumberland University,Tennessee,-86.29878199999997,36.204514,2405.0,1758.0,647.0,Private not-for-profit,4-year or above
CUNY Bernard M Baruch College,New York,-73.983417,40.740238,18029.0,12061.0,5968.0,Public,4-year or above
CUNY Borough of Manhattan Community College,New York,-74.011826,40.71879000000001,26506.0,18076.0,8430.0,Public,2-year
CUNY Bronx Community College,New York,-73.91204300000003,40.858112,10519.0,6685.0,3834.0,Public,2-year
CUNY Brooklyn College,New York,-73.949898,40.631517,18161.0,11737.0,6424.0,Public,4-year or above
CUNY City College,New York,-73.948542,40.81984600000001,16043.0,10988.0,5055.0,Public,4-year or above
CUNY Graduate School and University Center,New York,-73.983822,40.748612,8041.0,3969.0,4072.0,Public,4-year or above
CUNY Hostos Community College,New York,-73.92675899999998,40.81812,7331.0,4138.0,3193.0,Public,2-year
CUNY Hunter College,New York,-73.964795,40.768669,23202.0,14635.0,8567.0,Public,4-year or above
CUNY John Jay College of Criminal Justice,New York,-73.98841,40.770351,15394.0,11128.0,4266.0,Public,4-year or above
CUNY Kingsborough Community College,New York,-73.935812,40.577222,15051.0,8154.0,6897.0,Public,2-year
CUNY LaGuardia Community College,New York,-73.935057,40.7445,19300.0,10671.0,8629.0,Public,2-year
CUNY Lehman College,New York,-73.895379,40.872962,14787.0,8008.0,6779.0,Public,4-year or above
CUNY Medgar Evers College,New York,-73.957076,40.666256,6638.0,4705.0,1933.0,Public,4-year or above
CUNY New York City College of Technology,New York,-73.98785600000002,40.695483,17269.0,10902.0,6367.0,Public,4-year or above
CUNY Queens College,New York,-73.816098,40.735182,19746.0,12631.0,7115.0,Public,4-year or above
CUNY Queensborough Community College,New York,-73.756656,40.755481,15411.0,9232.0,6179.0,Public,2-year
CUNY York College,New York,-73.796313,40.701576,8693.0,5232.0,3461.0,Public,4-year or above
Curry College,Massachusetts,-71.116539,42.238061,2580.0,2045.0,535.0,Private not-for-profit,4-year or above
Curtis Institute of Music,Pennsylvania,-75.170727,39.948857,171.0,171.0,0.0,Private not-for-profit,4-year or above
Cuyahoga Community College District,Ohio,-81.683533,41.494906,23440.0,6980.0,16460.0,Public,2-year
Cuyamaca College,California,-116.943507,32.744954,8824.0,2241.0,6583.0,Public,2-year
Cypress College,California,-118.025143,33.82833,15794.0,5096.0,10698.0,Public,4-year or above
D'Youville College,New York,-78.89086800000003,42.902636,3045.0,2146.0,899.0,Private not-for-profit,4-year or above
Dabney S Lancaster Community College,Virginia,-79.852536,37.812275,981.0,405.0,576.0,Public,2-year
Daemen College,New York,-78.788111,42.965605,2574.0,2062.0,512.0,Private not-for-profit,4-year or above
Dakota College at Bottineau,North Dakota,-100.441103,48.832505,996.0,395.0,601.0,Public,2-year
Dakota County Technical College,Minnesota,-93.07805,44.737255,2523.0,1343.0,1180.0,Public,2-year
Dakota State University,South Dakota,-97.113358,44.013014,3382.0,1517.0,1865.0,Public,4-year or above
Dakota Wesleyan University,South Dakota,-98.031188,43.697432,1024.0,722.0,302.0,Private not-for-profit,4-year or above
Dallas Baptist University,Texas,-96.947006,32.710017,4766.0,3077.0,1689.0,Private not-for-profit,4-year or above
Dallas Christian College,Texas,-96.887117,32.913692,213.0,167.0,46.0,Private not-for-profit,4-year or above
Dallas Institute of Funeral Service,Texas,-96.683404,32.771368,187.0,187.0,0.0,Private not-for-profit,2-year
Dallas Nursing Institute,Texas,-96.75721,32.979753,225.0,142.0,83.0,Private not-for-profit,4-year or above
Dalton State College,Georgia,-85.002775,34.774221000000004,5118.0,3190.0,1928.0,Public,4-year or above
Danville Area Community College,Illinois,-87.587884,40.127539,2620.0,966.0,1654.0,Public,2-year
Danville Community College,Virginia,-79.408803,36.565286,2828.0,987.0,1841.0,Public,2-year
Dartmouth College,New Hampshire,-72.289949,43.704115,6572.0,6436.0,136.0,Private not-for-profit,4-year or above
